,name,Link,Plot
1998,All About Eve (1950),https://subslikescript.com/movie/All_About_Eve-42192,"Eve (Anne Baxter) is waiting backstage to meet her idol, aging Broadway star Margo Channing (Bette Davis). It seems innocent enough as Eve explains that she has seen Margo in EVERY performance of her current play. Only playwright/critic DeWitt (George Sanders) sees through Eve's evil plan, which is to take her parts and her fiancé, Bill Simpson (Gary Merrill). When the fiancé shows no interest, she tries for playwright Lloyd Richards (Hugh Marlowe), but DeWitt stops her. After she accepts her award, she decides to skip the after-party and goes to her room, where a young woman named Phoebe has sneaked into her room and fallen asleep. This is where the ""Circle of Life"" now comes to fruition as Eve will get played like she played Margo."
1999,All About Evil (2010),https://subslikescript.com/movie/All_About_Evil-1307858,A mousy librarian inherits her father's beloved but failing old movie house. In order to save the family business she discovers her inner serial killer - and a legion of rabid gore fans - when she starts turning out a series of grisly shorts. What her fans don't realize yet is that the murders in the movies are all too real.
2000,All About Lily Chou-Chou (2001),https://subslikescript.com/movie/All_About_Lily_Chou-Chou-297721,"Life isn't easy for a group of high school kids growing up absurd in Japan's pervasive pop/cyber culture. As they negotiate teen badlands- school bullies, parents from another planet, lurid snapshots of sex and death- these everyday rebels without a cause seek sanctuary, even salvation, through pop star savior Lily Chou-Chou, embracing her sad, dreamy songs and sharing their fears and secrets in Lilyholic chat rooms. Immersed in the speed of everyday troubles, their lives inevitably climax in a fatal collision between real and virtual identities, a final logging-off from innocence."
2001,All About Me (2018),https://subslikescript.com/movie/All_About_Me-5581284,Dramatised origin story of one of Germany's most beloved contemporary comedians.
2002,All About My Mother (1999),https://subslikescript.com/movie/All_About_My_Mother-185125,"Manuela is a hard-working single mom who has raised her son Esteban by herself since the time he was born. On his 17th birthday they go to the theater and after the show, Esteban tries to get the main actress' autograph but is run down on the street and dies. Manuela is beside herself with grief and decides to return to Barcelona to tell the boy's transgender father Lola, about the death of the son he never knew he had. He is nowhere to be found but Manuela does find an old friend, Agrado and meets up with a pregnant nun, Rosa. Together they form a life and become fast friends - until tragedy strikes again."
2003,All About My Parents (2014),https://subslikescript.com/movie/All_About_My_Parents-3700338,"The film is a short journey of its main hero, who tells a story about erotic fascinations of his parents. Colorful adventures and nostalgic observations create a picture of a family, which experiences its ups and downs. The main hero critically reviews his past in order to solve an awkward problem connected with his love life."
2004,All About My Wife (2012),https://subslikescript.com/movie/All_About_My_Wife-2173264,"Jung-In (Lim Soo-Jung) and Doo-Hyun (Lee Sun-Kyun) meet in Nagoya, Japan during an earthquake. Love quickly blossoms between the couple. Seven years later, Jung-In and Doo-Hyun are a married couple.Now, he hates his wife's constant nagging and negative nature. He is too meek to ask for the divorce. To get away from his wife, Doo-Hyun asks for a transfer at work. Doo-Hyun is now stoked to be away from his wife. Elation soon turns back into despair when Jung-In suddenly appears at his temporary apartment unannounced! A day later, Doo-Hyun notices several ladies always come to his neighbor. The ladies all seem desperate to see him. It turns out Doo-Hyun's neighbor is a legendary Cassanova named Sung-Ki (Ryoo Seung-Ryong). Sung-Ki has an extraordinary talent for seducing women, but he wants to quit. Meanwhile, Doo-Hyun comes up with a plan. He pleads with his neighbor Sung-Ki to seduce his wife in order to get his wife to ask for a divorce!"
2005,All About Nina (2018),https://subslikescript.com/movie/All_About_Nina-7542576,"Nina Geld (Winstead) is a bracingly funny and blisteringly provocative stand-up comedian whose career is taking off, but whose personal life is a near-complete disaster. To escape a ..."
2006,All About the Benjamins (2002),https://subslikescript.com/movie/All_About_the_Benjamins-278295,A bounty hunter chases and catches suspects all over Miami . He ends up getting shot at and start to second guess his job as a bounty hunter . While he feels he need to be making more and having real money . Meanwhile Reggie Wright will soon be his next target after playing and winning the lotto at the liquor store . The two are in for a wild journey ahead of them after witnessing an attempt diamond heist. They decided to put aside the arguing and differences to recover the stones and turn in Reggie's and Gina lotto ticket .
2007,All About the Money (2016),https://subslikescript.com/movie/All_About_the_Money-5015574,All About The Money is the story of two amateur documentary filmmaker/plumbers that decide that the fast track to life may be a life of crime. Watch as they document every step of their journey.
2008,All About the Money (2017),https://subslikescript.com/movie/All_About_the_Money-2312184,"Two ""down on their luck"" buddies are convinced by a third to take a vacation. Only after landing in Colombia, South America, do they realize that they are there to attempt to capture the United States most wanted criminal - with no military training."
2009,All About Them (2015),https://subslikescript.com/movie/All_About_Them-3817962,"Lille, France. The affairs between a young couple living a tense period of their relationship, and a long term friend of theirs who cannot decide which one she likes the most."
2010,All About Who You Know (2019),https://subslikescript.com/movie/All_About_Who_You_Know-7944772,"An aspiring screenwriter writes his most ambitious script to date by plotting out a rom-com relationship with the daughter of his screenwriting idol, all in hopes of meeting her legendary father and getting a leg up in showbiz."
2011,All About You (2001),https://subslikescript.com/movie/All_About_You-239570,"Two people run from the pain of their broken past. When they discover each other, they find themselves at a crossroad where the only thing that stands between them and a second chance is each other."
2012,All Around the Town (2002),https://subslikescript.com/movie/All_Around_the_Town-302247,"A young woman, seemingly good but still psychologically disturbed from being kidnapped as a little girl, becomes the obvious suspect in a murder."
2013,All Around Us (2008),https://subslikescript.com/movie/All_Around_Us-1245489,"In 1993 Kanao and Shoko are a Tokyo couple awaiting the arrival of their first child. Although both have studied art, Kanao works as a shoe repairman which doesn't stretch his rather laid-back style and Shoko works in a small publishing firm. Their home life is marked by some clashes between her attempts at regimentation, including scheduling their sex life on a calendar, and his flirting with other women. Kanao is offered work as a courtroom sketch artist and becomes a witness to the most sensational murder trials of Japan through the next 8 years. He must cope with the ugliness and breakdown in civility he encounters. Shoko also re-discovers her artistic side as she confronts the dark side of life when struggling with depression over the loss of a child and the dysfunctional aspects of the lives of her mother and brother."
2014,All At Once (2016),https://subslikescript.com/movie/All_At_Once-5073756,"A young up and coming artist in New York city has his life and dreams forever altered when the tragic events of 9/11 take the lives of his two best friends and he accepts guardianship of the couple's two young daughters. Now eleven years later, and teaching art at an elementary school, he raises the girls as if they were his own, but the financial grind to live in NYC is too much, so he decides to take the girls away from the only place they've ever called home and move back to Buffalo where he grew up. This ""non-traditional"" family now faced with change, new surroundings, and a new journey, must learn how to adjust to this new life, while trying to find themselves along the way."
2015,All at Sea (1957),https://subslikescript.com/movie/All_at_Sea-50168,"Captain Ambrose comes from a long line of distinguished sailors...but is all too susceptible to seasickness. After the war, he buys himself a nautical command on shore; a decrepit amusement pier at the British resort town Sandcastle-on-Sea, whose prim town council has outlawed arcade games as a form of gambling! Running the pier like a naval vessel, the captain's determination to make it a modern, going concern meets steady opposition. But with an unexpected new ally, he pursues a remarkable scheme to liberate his ""ship"" from land authorities..."
2016,All Because of You (2020),https://subslikescript.com/movie/All_Because_of_You-13106900,"After falling for a guest, an unsuspecting hotel staff becomes embroiled in a hostage scheme and discovers true love in an unlikely place."
2017,All Coppers Are... (1972),https://subslikescript.com/movie/All_Coppers_Are-68191,A young policeman and a small-time crook are both involved with the same girl.
2018,All Crazy Random (2021),https://subslikescript.com/movie/All_Crazy_Random-14361698,
2019,All Creatures Here Below (2018),https://subslikescript.com/movie/All_Creatures_Here_Below-5740852,A desperate young couple on the run seek refuge in Kansas City.
2020,All Day and a Night (2020),https://subslikescript.com/movie/All_Day_and_a_Night-3993886,A young man who committed a homicide deals with the repercussions of his action.
2021,All Dogs Go to Heaven (1989),https://subslikescript.com/movie/All_Dogs_Go_to_Heaven-96787,"When a casino owning dog named Charlie is murdered by his rival Carface, he finds himself in Heaven basically by default since all dogs go to heaven. However, since he wants to get back at his killer, he cons his way back to the living with the warning that doing that damns him to Hell. Once back, he teams with his old partner, Itchy to prep his retaliation. He also stumbles on to an orphan girl who can talk to the animals, thus allowing him to get the inside info on the races to ensure his wins to finance his plans. However, all the while, he is still haunted by nightmares on what's waiting for him on the other side unless he can prove that he is worthy of Heaven again."
2022,All Dogs Go to Heaven II (1996),https://subslikescript.com/movie/All_Dogs_Go_to_Heaven_II-115509,"Charlie and Itchy have return to Earth to find Gabriel's Horn, but along the way they meet up with a sweet young boy named David, who ran away from home. And a beautiful Irish setter named Sasha LaFleur set them straight. But time is running out, and if Charlie is going to secure the valuable horn, he will have to prove himself worthy of his wings by taking on two incredible villains in a hair-raising, breathtaking race to the finish!"
2023,All Eyez on Me (2017),https://subslikescript.com/movie/All_Eyez_on_Me-1666185,"Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur. The film follows Shakur from his early days in New York City to his evolution into being one of the world's most recognized and influential voices before his untimely death at the age of 25. Against all odds, Shakur's raw talent, powerful lyrics and revolutionary mind-set propelled him into becoming a cultural icon whose legacy continues to grow long after his passing. ALL EYEZ ON ME stars Kat Graham, Lauren Cohan, Hill Harper, Jamal Woolard, Danai Gurira and Demetrius Shipp Jr. as Tupac Shakur."
2024,All Fall Down (1962),https://subslikescript.com/movie/All_Fall_Down-55738,"Ralph and Annabell Willart are a feuding couple who are constantly bickering over their worthless, good-for nothing son Berry-Berry. When Berry-Berry begins yet another meaningless love affair, this time with an older woman named Echo O'Brien, he really gets his parents at each others' throats."
2025,All Fired Up (1982),https://subslikescript.com/movie/All_Fired_Up-83219,"Victor Valance, an absent father who likes to gamble, returns home in order to take money from his family and gamble with it. His daughter is suspicious of her father's activities and messes up his plans. When she realizes however, that gangsters are trying to rob her father, her attitude changes."
2026,All for Her (2021),https://subslikescript.com/movie/All_for_Her-13338980,"When a woman finally becomes pregnant but is diagnosed with a deadly condition, she must lean on her family to save her unborn child."
2027,All for Lust (2003),https://subslikescript.com/movie/All_for_Lust-312339,"An engaged bachelor and his friends go out for a night of action. After seeing all of the nudity on the sunset strip, they decide to compete to see who can get the most action."
2028,All for My Mother (2019),https://subslikescript.com/movie/All_for_My_Mother-10613578,
2029,All for Nikki (2016),https://subslikescript.com/movie/All_for_Nikki-4160608,"The events of a single night spiral out of control when a hapless, wannabe musician and his married girlfriend are robbed by two opportunistic paramedics during a not-so-routine 9-11 call."
2030,All for the Money (2019),https://subslikescript.com/movie/All_for_the_Money-9904552,
2031,All for the Winner (1990),https://subslikescript.com/movie/All_for_the_Winner-104147,"Sing, a dumb, lovable mainlander with supernatural powers comes to China to visit his uncle Tat. When it's revealed that Sing can see through objects, Tat employs him as ""The Saint of Gamblers,"" and proceeds to set him loose in the gambling world."
2032,All Good Things (2010),https://subslikescript.com/movie/All_Good_Things-1175709,"A love story and murder mystery based on the most notorious unsolved murder case in New York history. The original screenplay uses newly discovered facts, court records and speculation as the foundation for a story of family, obsession, love and loss."
2033,All Hail (2022),https://subslikescript.com/movie/All_Hail-16427718,"A famous TV weatherman, Miguel Flores, becomes public enemy number one when he fails to predict a terrible hailstorm. He is forced out of the big city, Buenos Aires, fleeing the capital for his birthplace of Córdoba. The result will be a voyage of rediscovery that is as absurd as it is human."
2034,All Hallows Eve: October 30th (2015),https://subslikescript.com/movie/All_Hallows_Eve_October_30th-3184242,"20 years after a tyrannical maniac terrorized his family near Pearl Lake on October 30th 1988, the so-called events of ""missing people"" begin again. Oldest son, Ethan Pearl and brother Jacob intricately select a cast of stars (Jade, Heather, Gene, Milton, & Crew) in an attempt to produce a Pearl Lake horror film based on their traumatic childhood. While location scouting and rehearsing, the group encounters several unexpected turns and a crazy man who terrorizes them. Ethan leads Jade down a perceived path to safety, but when she continues to search for answers, she realizes this isn't an ordinary film, or an ordinary director."
2035,All Hallows' Eve 2 (2015),https://subslikescript.com/movie/All_Hallows_Eve_2-5022680,"Alone on Halloween, a young woman finds a mysterious VHS tape on her doorstep-a tape that shows a series of gruesome and ghastly tales that appear to be all too real. But these terrifying glimpses of damned souls are not the only horrors that stalk her. A sinister, pumpkin-faced killer is using the videotape as a portal into our reality; and if he makes it through, this twisted trickster seeks only one ""treat"": blood."
2036,All I Can Say (2019),https://subslikescript.com/movie/All_I_Can_Say-10011312,"An archive of '90s culture and a philosophical study of fame via the intimate video-diary of Shannon Hoon, the late lead singer of alt-rock band Blind Melon."
2037,All I Desire (1953),https://subslikescript.com/movie/All_I_Desire-45492,"In 1900, Naomi Murdoch deserted her small-town family to go on the stage. Some ten years later, daughter Lily invites Naomi back to see her in the Riverdale high school play. Her arrival sets the whole town abuzz, wakes up old conflicts, and sets off new emotional storms."
2038,All I Didn't Want for Christmas (2022),https://subslikescript.com/movie/All_I_Didnt_Want_for_Christmas-23099300,
2039,All I Wanna Do (1998),https://subslikescript.com/movie/All_I_Wanna_Do-120692,"If there's one thing this wild group of friends at an all-girls high school has learned, it's how to get what they want! So when word leaks out that their school is about to merge with an all-boys academy, some of the students strike back... devising a hilarious scheme to sabotage the plan get ready for a sidesplitting lesson in laughter, as the girls wage an all-out assault in an outrageous battle of the sexes!"
2040,All I Want for Christmas (2021),https://subslikescript.com/movie/All_I_Want_for_Christmas-14609676,"Young Logan is new to town and finds she and all the kids got the latest ""thing"" for Christmas...a toy robot named Bub who seems to be a great all-purpose buddy. When brothers Jax and Frandy enlist their pal Gus into getting Santa's attention by kidnapping a ne'er-do-well store Santa named Hank and his bumbling helpers, Logan finds herself and her college babysitter, Alex, pulled into a Christmas caper that just might get attention from The Big Guy at The North Pole."
2041,All In (2017),https://subslikescript.com/movie/All_In-6652330,"When Claus, a car salesman and a passionate gambler, gets his 19-year-old son Silas mixed up in considerable gambling debts owed to criminals, he is forced to put his own life at risk to save his son."
2042,All in a Night's Work (1961),https://subslikescript.com/movie/All_in_a_Nights_Work-54615,"Colonel Ryder, the publisher of a magazine, dies while on vacation. Tony, his swinging nephew, inherits the magazine and takes over. Presently, the magazine is planning to expand and to do so they need some capital. Tony's trying to arrange a loan through his friend. He is then informed by the hotel detective of the hotel that his uncle died in, that on the night of his death, a woman, wearing only a towel, came out of his room, and ran away before the detective could catch up with her. They suspect that the Colonel was ""with"" her on the night he died, cause he was smiling when he died. Tony and two of his uncle's confidants are worried that not only if the bank hears of this they will not get the loan but the magazine wholesome image could be tarnished. So they ask the detective to stay around so he could identify her. What they don't know is that the woman is Katie Robbins, one of the magazine's researchers and that she entered the room by ""accident"". When the detective identifies her and after having a few misconceived conversations with her, they suspect that she is trying to extort them, and she thinks that Tony's a nut."
2043,All in My Family (2019),https://subslikescript.com/movie/All_in_My_Family-9097148,"From documentarian Hao Wu comes a heartfelt portrait of how he created a thoroughly modern family in America, only to face the dilemma of introducing his same-sex partner and their children..."
2044,All in Washington: A Concert for COVID-19 Relief (2020),https://subslikescript.com/movie/All_in_Washington_A_Concert_for_COVID-19_Relief-12635378,
2045,All In: The Fight for Democracy (2020),https://subslikescript.com/movie/All_In_The_Fight_for_Democracy-12538822,"The documentary takes a look at the history, and current activism against voter suppression; barriers to voting that most people don't even know is a threat to their basic rights as citizens of the United States."
2046,All Is Foreseen (2017),https://subslikescript.com/movie/All_Is_Foreseen-6628312,"When a successful business woman steps out of her comfort zone with a stranger, she unknowingly affects the lives of everyone around her."
2047,All Is Forgiven (2007),https://subslikescript.com/movie/All_Is_Forgiven-935086,A father and daughter are reunited some 11 years after the father's drug addiction tore the family apart.
2048,All Is Lost (2013),https://subslikescript.com/movie/All_Is_Lost-2017038,"Deep into a solo voyage in the Indian Ocean, an unnamed man (Redford) wakes to find his 39-foot yacht taking on water after a collision with a shipping container left floating on the high seas. With his navigation equipment and radio disabled, the man sails unknowingly into the path of a violent storm. Despite his success in patching the breached hull, his mariner's intuition and a strength that belies his age, the man barely survives the tempest. Using only a sextant and nautical maps to chart his progress, he is forced to rely on ocean currents to carry him into a shipping lane in hopes of hailing a passing vessel. But with the sun unrelenting, sharks circling and his meager supplies dwindling, the ever-resourceful sailor soon finds himself staring his mortality in the face."
2049,All Is True (2018),https://subslikescript.com/movie/All_Is_True-9206798,A look at the final days in the life of renowned playwright William Shakespeare.
2050,All Its Name Implies (2019),https://subslikescript.com/movie/All_Its_Name_Implies-9653558,"""All Its Name Implies"" focuses on the resilient residents of Paradise, California in the aftermath of the devastating Camp Fire. Most people have lost everything, and in their scramble to ..."
2051,All Jacked Up and Full of Worms (2022),https://subslikescript.com/movie/All_Jacked_Up_and_Full_of_Worms-12264824,"Follows Roscoe, a seedy motel maintenance man, after discovering some powerful hallucinogenic worms he meets Benny, They fall in love making worms together before embarking on an odyssey of sex and violence."
2052,All Joking Aside (2019),https://subslikescript.com/movie/All_Joking_Aside-8906524,A young woman in New York City pursues her dream of becoming a stand up comic.
2053,All Ladies Do It (1992),https://subslikescript.com/movie/All_Ladies_Do_It-104014,"For a while now, beautiful 24-year-old Diana Bruni who's been happily married for five years, has been feeling distressed, experiencing an inexplicable, rather restless craving to finally live her life to the full and to break free from what society forbids. As this urge grows stronger by the day, Diana will ultimately yield to her carnal longings, and through a parade of particularly explicit nocturnal sensual adventures, she will utterly embrace passion, even if this comes by way of transgression. However, before long, the unaware husband, Paolo, will find all about his headstrong and disobedient wife's extra-marital escapades, raunchy experiences vividly retold by Diana's very lips, with the intention to rekindle their love and spice up their sexual life. Inevitably, poor Paolo disgraced, enraged and green with jealousy (or could it be envy?), will threaten to move out leaving for good his liberated and adulterous wife who seems to feel no contrition at all. But how can Diana make Paolo understand her sincere motive to attract his attention when all she ever wanted was to add a dash of spice in their marriage?"
2054,"All Light, Everywhere (2021)",https://subslikescript.com/movie/All_Light_Everywhere-13622074,"A far-ranging look at the biases in how we see things, focusing on the use of police body cameras."
2055,"All Male, All Nude (2017)",https://subslikescript.com/movie/All_Male_All_Nude-7660662,Journey into the world of male strippers at America's only all nude gay strip club located in the heart of the Bible Belt and the unique family unit it engenders.
2056,All Monsters Attack (1969),https://subslikescript.com/movie/All_Monsters_Attack-64373,"Ichiro is a highly imaginative, but lonely, boy growing up in urban Tokyo. Every day he comes home to the empty apartment he shares with his railroad worker father and his restaurant hostess mother. His only friends are a toy maker name Shinpei Inami and a little girl named Sachicko. The only other kids that are around is a gang of kids led by a bully named Gabara. To escape his loneliness, Ichiro imagines that he is on Monster Island where he befriends Minya, the son of Godzilla. It is through his daydreams that he watches Godzilla and Minya fight other monsters, including one also named Gabara who is just as bad a bully as the one that is tormenting Ichiro. It is through these daydreams that he learns that it is okay to fight back and face his fears. These lessons also help him to outwit a couple of bumbling bank robbers as well as finally have the guts to stand up to Gabara and his gang."
2057,All My Compatriots (1969),https://subslikescript.com/movie/All_My_Compatriots-63791,"Stories about seven friends in a small Moravian village following the socialization of Czechoslovakia in 1948, developing gradually into the story of Frantiek, the resister. The film offers some direct political criticism, particularly of the process of collectivizing agriculture. After the 1968 Soviet invasion of Czechoslovakia, it was promptly banned."
2058,All My Friends Are Dead (2020),https://subslikescript.com/movie/All_My_Friends_Are_Dead-13723064,"During the New Year's Eve party of a bunch of friends, a series of crazy events brings out secrets, breaks hearts and leads to a shocking ending."
2059,All My Friends Are Dead (2021),https://subslikescript.com/movie/All_My_Friends_Are_Dead-12582160,"When a girl has her friends come along with her to scatter her father's ashes at the old family farm, strange things begin to happen. A warm campfire and scary stories is only the beginning to a night she'll never forget."
2060,All My Friends Hate Me (2021),https://subslikescript.com/movie/All_My_Friends_Hate_Me-9340892,"Pete is cautiously excited about reuniting with his college crew for a birthday weekend. But, one by one, his friends slowly turn against him. Is he being punished, is he paranoid, or is he part of some sick joke?Plot summaryPlot synopsis"
2061,All My Friends Part 2 (1982),https://subslikescript.com/movie/All_My_Friends_Part_2-83549,"The four old friends meet on the grave of the fifth of them, Perozzi, who died at the end of the first episode. Time has passed but they are still up for adventures and cruel jokes, and while they recall the one they created together with the late friend, new ones are on their way, starting right there at the cemetery."
2062,All My Life (2020),https://subslikescript.com/movie/All_My_Life-8305852,A couple's wedding plans are thrown off course when the groom is diagnosed with liver cancer.
2063,All My Puny Sorrows (2021),https://subslikescript.com/movie/All_My_Puny_Sorrows-13588156,"Based on the international best-selling novel by Miriam Toews, All My Puny Sorrows is the poignant story of two sisters-one a concert pianist obsessed with ending her life, the other, a writer, who in wrestling with this decision, makes profound discoveries about her herself."
2064,All My Sons (1948),https://subslikescript.com/movie/All_My_Sons-40087,"All My Sons tells the story of Joe Keller, a successful, middle-aged, self-made man who has done a terrible and tragic thing. He framed his business partner for a crime and engineered his own exoneration. Now, his son is about to marry the partner's daughter, the affair is revisited, and his lie of a life is unraveled."
2065,All Night Long (1962),https://subslikescript.com/movie/All_Night_Long-54614,"This movie, based on William Shakespeare's Othello, is neatly positioned as a vehicle to showcase some of the best jazz musicians of the period, including Dave Brubeck and Charles Mingus."
2066,All Night Long (1981),https://subslikescript.com/movie/All_Night_Long-82001,"Executive George Dupler loses his temper and is demoted to the night manager at a 24 hour drugstore. After he suggests to his teenage son Freddie that he stop having an affair with suburban housewife Cheryl Gibbons, who is a distant cousin, Cheryl tries to seduce George. At home, in front of his mother, Freddie accuses his dad of stealing his girl, because he found Cheryl serving George a meal in the middle of the night, while her husband Bobby was on duty at the fire station. George then separates from his wife Helen, quits his job, moves into a warehouse, and asks Cheryl to move in with him."
2067,All of Me (2014),https://subslikescript.com/movie/All_of_Me-4022534,"An intimate insight into the Patronas, a group of Mexican women who, every day since 1995, make food and toss it -still warm- to the migrants who travel atop the freight train The Beast as it makes it way to the U.S. This documentary is a personal diary that draws a border between the life they were given, and the life they chose. A brave and remarkable example of love and solidarity that contrasts with the violence of one of the cruelest stretches in the world for undocumented travelers."
2068,All of Me (1984),https://subslikescript.com/movie/All_of_Me-86873,"Roger is called in to change the will of an aging millionairess. She has made arrangements for her soul to be 'captured' and transferred into the body of a younger girl. After an argument about the will, the millionairess dies, but her spirit somehow lands in Rogers body..."
2069,All of My Heart: Inn Love (2017),https://subslikescript.com/movie/All_of_My_Heart_Inn_Love-7243076,"Brian and Jenny are preparing for the big opening of their bed and breakfast, Emily's Country Inn, when a huge storm hits Bucks County. Brian agrees to return to Wall Street to boost their ..."
2070,All of My Heart: The Wedding (2018),https://subslikescript.com/movie/All_of_My_Heart_The_Wedding-8589788,"As the big day approaches, Jenny and Brian are faced with having to give up their ownership of Emily's Country Inn to a distant relative, while financial issues continue to plague the couple."
2071,All of Them Are Troublesome Girls! (2019),https://subslikescript.com/movie/All_of_Them_Are_Troublesome_Girls-9849964,Kunihiko Kunitachi is a Japanese language teacher at a high school. Kazumi Kazumiya is a student there. She doesn't have any friends at school and asks Kunihiko to be her friend. He accepts...
2072,All or Nothing (2002),https://subslikescript.com/movie/All_or_Nothing-286261,"Penny's love for her partner, taxi driver Phil, has run dry. He is a gentle, philosophical guy, and she works on the checkout at a supermarket. Their daughter Rachel cleans in a home for elderly people, and their son Rory is unemployed and aggressive. The joy has gone out of Phil's and Penny's life, but when an unexpected tragedy occurs, they are brought together to rediscover their love. All or Nothing is set in a London working-class housing estate over a long weekend, and also tells the stories of a range of Phil and Penny's neighbors, some of whom become involved in the family's lives, and all of whom experience an emotional journey."
2073,All Over the Guy (2001),https://subslikescript.com/movie/All_Over_the_Guy-250202,"""All Over The Guy"" is a contemporary romantic comedy about the quest to find the ""one"" when ""the one"" doesn't know he's the ""one."" It explores the unlikely pairing of two 20-somethings thrown together by their respective best friends in hopes of igniting their own romance. They do everything they can to NOT fall in love, but finally they overcome the dysfunction of their parents and surrender to their hearts."
2074,All Over Town (1937),https://subslikescript.com/movie/All_Over_Town-28568,Two zanies try to stage a show in a theater that has a reputation for being being jinxed.
2075,All Quiet on the Western Front (1979),https://subslikescript.com/movie/All_Quiet_on_the_Western_Front-78753,"Paul Baumer is a young German who, along with his graduating high school classmates, enlist in the German Imperial Army during the First World War. Originally thinking war would be a great adventure, Paul and his friends discover exactly the opposite as the war drags on and one by one the members of the class are killed in action until only Paul remains."
2076,All Quiet on the Western Front (2022),https://subslikescript.com/movie/All_Quiet_on_the_Western_Front-1016150,"The story follows teenagers Paul Baumer and his friends Albert and Muller, who voluntarily enlist in the German army, riding a wave of patriotic fervour that quickly dissipates once they face the brutal realities of life on the front. Paul's preconceptions about the enemy and the rights and wrongs of the conflict soon crumble. However, amid the countdown to Armistice, Paul must carry on fighting until the end, with no purpose other than to satisfy the top brass' desire to end the war on a German offensive."
2077,All Quiet on the Western Front (1930),https://subslikescript.com/movie/All_Quiet_on_the_Western_Front-20629,"This is an English language film (made in America) adapted from a novel by German author Erich Maria Remarque. The film follows a group of German schoolboys, talked into enlisting at the beginning of World War 1 by their jingoistic teacher. The story is told entirely through the experiences of the young German recruits and highlights the tragedy of war through the eyes of individuals. As the boys witness death and mutilation all around them, any preconceptions about ""the enemy"" and the ""rights and wrongs"" of the conflict disappear, leaving them angry and bewildered. This is highlighted in the scene where Paul mortally wounds a French soldier and then weeps bitterly as he fights to save his life while trapped in a shell crater with the body. The film is not about heroism but about drudgery and futility and the gulf between the concept of war and the actuality."
2078,All Roads Lead to Rome (2015),https://subslikescript.com/movie/All_Roads_Lead_to_Rome-4119278,"Maggie is an uptight, single mother and college writing teacher from New York City. In an effort to reconnect with her troubled teen daughter Summer, she decides to embark on a journey to a Tuscan village that she frequented in her younger days. Upon arrival, Maggie runs into Luca, a handsome former lover who is still a bachelor and lives with his eighty-year-old mother, Carmen. Summer (missing her ""bad boy"" boyfriend in NYC) and Carmen (secretly planning a wedding against Luca's wishes to Marcelino, her one true love in Rome) impulsively steal Luca's car and race off to Rome. Maggie and Luca quickly pursue allowing the two mismatched couples to spend some time together and develop a new understanding of each other."
2079,All Roads to Pearla (2019),https://subslikescript.com/movie/All_Roads_to_Pearla-6819848,A Texas town awakes when a high school wrestler gets entangled with a drifter and her psychopathic lover. Lives then intertwine and spiral violently out of control once he becomes her escort driver.
2080,All Screwed Up (1974),https://subslikescript.com/movie/All_Screwed_Up-70844,"A group of immigrants from the south of Italy live collectively in the Milano's suburbia in the 1974. Not only they share the house, but also hopes and troubles that in those years where part of the Italian society. Loves and fights among them are the mirror of the difficult environment in which the poor south Italians found themselves in the 70s in the industrial cities of north Italy."
2081,All Square (2018),https://subslikescript.com/movie/All_Square-6927880,"A down-on-his-luck bookie befriends an ex-girlfriend's son and begins taking bets on his youth league baseball games, creating chaos in the community."
2082,All Summer in a Day (1982),https://subslikescript.com/movie/All_Summer_in_a_Day-195517,"On the planet Venus, it rains almost constantly. A classroom full of young children are excited to hear that the rain will stop today, for just one hour. But they are also resentful of a new classmate from Earth, who remembers what it's like to see the sun."
2083,All Summer Long (2019),https://subslikescript.com/movie/All_Summer_Long-10720816,Tia's dream job of captaining a dining cruise hits rough water when her ex Jake is hired as the restaurant's chef.
2084,All Summers End (2017),https://subslikescript.com/movie/All_Summers_End-2370230,"After a summer prank goes awry, a teenage boy falls in love while grappling with his guilty conscience."
2085,All Superheroes Must Die (2011),https://subslikescript.com/movie/All_Superheroes_Must_Die-1836212,Four Super Heroes find themselves abducted by their Arch Nemesis and are forced to compete in a series of challenges in order to save an abandoned town full of kidnapped innocent civilians.
2086,All That Divides Us (2017),https://subslikescript.com/movie/All_That_Divides_Us-5825052,A city in Sète. A bourgeois family in a house in the middle of nowhere clashes with slum-dwellers residing in the projects. A mother and her daughter. Two childhood friends. A disappearance...
2087,All That Glitters (2010),https://subslikescript.com/movie/All_That_Glitters-1587877,"Who has never been ashamed of Mom's new hairdo, Dad's bad jokes, that velvet couch in the living room, a childhood friend who obviously doesn't get it? Lila and Ely live just the other side of the bridge from Paris. Like sisters, they share dreams of a new life. Through lies big and small, they attempt to pass seamlessly into a world of luxury that is not their own..."
